communication_id,campaign_id,communication_type,client_id,send_datetime,send_date,send_hour,timing_period,experiment_group,send_status
COM00000042,CMP0001,email,C003716,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000043,CMP0001,email,C006963,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000044,CMP0001,email,C003835,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000045,CMP0001,email,C003275,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000046,CMP0001,email,C007158,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000047,CMP0001,email,C000842,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000048,CMP0001,email,C007194,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000049,CMP0001,email,C000925,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000050,CMP0001,email,C007469,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000051,CMP0001,email,C001074,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000052,CMP0001,email,C003490,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000053,CMP0001,email,C005738,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000054,CMP0001,email,C000114,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000055,CMP0001,email,C005185,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000056,CMP0001,email,C006642,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000057,CMP0001,email,C000485,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000058,CMP0001,email,C000843,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000059,CMP0001,email,C002199,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000060,CMP0001,email,C005651,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000061,CMP0001,email,C002686,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000062,CMP0001,email,C005465,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000063,CMP0001,email,C000896,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000064,CMP0001,email,C005244,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000065,CMP0001,email,C008075,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000066,CMP0001,email,C006772,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000067,CMP0001,email,C003190,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000068,CMP0001,email,C001159,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000069,CMP0001,email,C003473,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000070,CMP0001,email,C004623,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000071,CMP0001,email,C008109,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000072,CMP0001,email,C005847,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000073,CMP0001,email,C007363,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000074,CMP0001,email,C001431,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000075,CMP0001,email,C005199,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000076,CMP0001,email,C005313,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000077,CMP0001,email,C003494,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000078,CMP0001,email,C007602,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000079,CMP0001,email,C006948,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000080,CMP0001,email,C007177,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000081,CMP0001,email,C002017,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000082,CMP0001,email,C006696,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000083,CMP0001,email,C004879,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000084,CMP0001,email,C006822,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000085,CMP0001,email,C008141,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000086,CMP0001,email,C007615,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000087,CMP0001,email,C006637,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000088,CMP0001,email,C000706,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000089,CMP0001,email,C008137,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000090,CMP0001,email,C001801,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000091,CMP0001,email,C008119,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000092,CMP0001,email,C006520,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000093,CMP0001,email,C007555,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000094,CMP0001,email,C003009,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000095,CMP0001,email,C005127,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000096,CMP0001,email,C006049,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000097,CMP0001,email,C002545,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000098,CMP0001,email,C002024,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000099,CMP0001,email,C002635,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000100,CMP0001,email,C007837,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000101,CMP0001,email,C006891,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000102,CMP0001,email,C005800,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000103,CMP0001,email,C007805,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000104,CMP0001,email,C004169,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000105,CMP0001,email,C001788,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000106,CMP0001,email,C005114,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000107,CMP0001,email,C006307,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000108,CMP0001,email,C005731,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000109,CMP0001,email,C006709,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000110,CMP0001,email,C005837,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000111,CMP0001,email,C002641,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000112,CMP0001,email,C001405,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000113,CMP0001,email,C003981,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000114,CMP0001,email,C000031,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000115,CMP0001,email,C000702,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000116,CMP0001,email,C003469,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000117,CMP0001,email,C004269,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000118,CMP0001,email,C008385,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000119,CMP0001,email,C003900,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000120,CMP0001,email,C000274,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000121,CMP0001,email,C005131,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000122,CMP0001,email,C004847,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000123,CMP0001,email,C001258,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000124,CMP0001,email,C004481,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000125,CMP0001,email,C001565,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000126,CMP0001,email,C007919,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000127,CMP0001,email,C003823,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000128,CMP0001,email,C004993,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000129,CMP0001,email,C006622,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000130,CMP0001,email,C006371,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000131,CMP0001,email,C005570,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000132,CMP0001,email,C006598,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000133,CMP0001,email,C005059,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000134,CMP0001,email,C008066,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000135,CMP0001,email,C002268,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000136,CMP0001,email,C005058,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000137,CMP0001,email,C005139,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000138,CMP0001,email,C002657,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000139,CMP0001,email,C005745,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000140,CMP0001,email,C002885,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000141,CMP0001,email,C003172,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000142,CMP0001,email,C003514,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000143,CMP0001,email,C002714,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000144,CMP0001,email,C003281,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000145,CMP0001,email,C004963,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000146,CMP0001,email,C007430,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000147,CMP0001,email,C006335,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000148,CMP0001,email,C002596,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000149,CMP0001,email,C006678,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000150,CMP0001,email,C005900,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000151,CMP0001,email,C002558,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000152,CMP0001,email,C000949,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000153,CMP0001,email,C003572,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000154,CMP0001,email,C001169,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000155,CMP0001,email,C000159,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000156,CMP0001,email,C000359,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000157,CMP0001,email,C002176,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000158,CMP0001,email,C007257,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000159,CMP0001,email,C002976,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000160,CMP0001,email,C001408,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000161,CMP0001,email,C004059,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000162,CMP0001,email,C007119,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000163,CMP0001,email,C007136,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000164,CMP0001,email,C001040,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000165,CMP0001,email,C004477,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000166,CMP0001,email,C000557,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000167,CMP0001,email,C003902,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000168,CMP0001,email,C003013,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000169,CMP0001,email,C003726,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000170,CMP0001,email,C008394,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000171,CMP0001,email,C000778,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000172,CMP0001,email,C006905,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000173,CMP0001,email,C006698,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000174,CMP0001,email,C004558,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000175,CMP0001,email,C000002,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000176,CMP0001,email,C008439,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000177,CMP0001,email,C006923,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000178,CMP0001,email,C000696,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000179,CMP0001,email,C005747,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000180,CMP0001,email,C002209,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000181,CMP0001,email,C006341,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000182,CMP0001,email,C004576,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000183,CMP0001,email,C005750,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000184,CMP0001,email,C000352,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000185,CMP0001,email,C000419,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000186,CMP0001,email,C001836,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000187,CMP0001,email,C001137,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000188,CMP0001,email,C006560,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000189,CMP0001,email,C007803,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000190,CMP0001,email,C007205,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000191,CMP0001,email,C001298,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000192,CMP0001,email,C007471,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000193,CMP0001,email,C002014,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000194,CMP0001,email,C002739,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000195,CMP0001,email,C003251,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000196,CMP0001,email,C004380,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000197,CMP0001,email,C003206,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000198,CMP0001,email,C002586,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000199,CMP0001,email,C000076,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000200,CMP0001,email,C005545,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000201,CMP0001,email,C006365,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000202,CMP0001,email,C005053,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000203,CMP0001,email,C002327,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000204,CMP0001,email,C002630,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000205,CMP0001,email,C006608,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000206,CMP0001,email,C007806,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000207,CMP0001,email,C004882,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000208,CMP0001,email,C006353,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000209,CMP0001,email,C003291,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000210,CMP0001,email,C002039,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000211,CMP0001,email,C003114,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000212,CMP0001,email,C006466,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000213,CMP0001,email,C000415,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000214,CMP0001,email,C000306,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000215,CMP0001,email,C006874,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000216,CMP0001,email,C005998,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000217,CMP0001,email,C007234,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000218,CMP0001,email,C006738,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000219,CMP0001,email,C000358,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000220,CMP0001,email,C008027,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000221,CMP0001,email,C001949,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000222,CMP0001,email,C003931,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000223,CMP0001,email,C003225,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000224,CMP0001,email,C004648,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000225,CMP0001,email,C005641,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000226,CMP0001,email,C006996,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000227,CMP0001,email,C000479,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000228,CMP0001,email,C000126,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000229,CMP0001,email,C001889,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000230,CMP0001,email,C003151,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000231,CMP0001,email,C005539,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000232,CMP0001,email,C005098,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000233,CMP0001,email,C002441,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000234,CMP0001,email,C001582,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000235,CMP0001,email,C004267,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000236,CMP0001,email,C003526,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000237,CMP0001,email,C003205,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000238,CMP0001,email,C001354,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000239,CMP0001,email,C004966,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000240,CMP0001,email,C002498,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000241,CMP0001,email,C000903,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000242,CMP0001,email,C001635,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000243,CMP0001,email,C006006,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000244,CMP0001,email,C002019,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000245,CMP0001,email,C003938,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000246,CMP0001,email,C006662,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000247,CMP0001,email,C007991,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000248,CMP0001,email,C005743,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000249,CMP0001,email,C007975,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000250,CMP0001,email,C007872,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000251,CMP0001,email,C002141,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000252,CMP0001,email,C002121,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000253,CMP0001,email,C002471,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000254,CMP0001,email,C008045,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000255,CMP0001,email,C006162,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000256,CMP0001,email,C001161,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000257,CMP0001,email,C004115,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000258,CMP0001,email,C004999,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000259,CMP0001,email,C002042,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000260,CMP0001,email,C001166,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000261,CMP0001,email,C006915,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000262,CMP0001,email,C003265,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000263,CMP0001,email,C006906,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000264,CMP0001,email,C006909,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000265,CMP0001,email,C006179,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000266,CMP0001,email,C002281,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000267,CMP0001,email,C008397,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000268,CMP0001,email,C007843,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000269,CMP0001,email,C006827,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000270,CMP0001,email,C002055,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000271,CMP0001,email,C006615,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000272,CMP0001,email,C004422,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000273,CMP0001,email,C001399,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000274,CMP0001,email,C000490,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000275,CMP0001,email,C007173,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000276,CMP0001,email,C002233,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000277,CMP0001,email,C001765,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000278,CMP0001,email,C003031,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000279,CMP0001,email,C002640,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
COM00000280,CMP0001,email,C000536,2025-11-01 18:15:00,2025-11-01,18,evening,control,holdout_control
COM00000281,CMP0001,email,C006942,2025-11-01 18:15:00,2025-11-01,18,evening,test,sent
